en,id,jv,su,formal_id
,pemberitahuan,,,pemberitahuan
,notification,,,notifikasi
,notifikasi,,,notifikasi
,alert,,,peringatan
,message,,,pesan
,pesan,,,pesan
,chat,,,obrolan
,obrolan,,,obrolan
what,conversation,,,percakapan
what,percakapan,,,percakapan
,discussion,,,diskusi
,diskusi,,,diskusi
,debate,,,debat
,debat,,,debat
,argument,,,argumen
,argumen,,,argumen
what,opinion,,,pendapat
what,pendapat,,,pendapat
,idea,,,ide
,ide,,,ide
,thought,,,pikiran
,pikiran,,,pikiran
,mind,,,pikiran
,brain,,,otak
,otak,,,otak
,heart,,,hati
,hati,,,hati
,soul,,,jiwa
,jiwa,,,jiwa
indeed,spirit,,,semangat
indeed,semangat,,,semangat
,energy,,,energi
,energi,,,energi
,power,,,kekuatan
,kekuatan,,,kekuatan
,strength,,,kekuatan
,force,,,kekuatan
,pressure,,,tekanan
,tekanan,,,tekanan
,stress,,,tekanan
,tension,,,ketegangan
,ketegangan,,,ketegangan
,conflict,,,konflik
,konflik,,,konflik
,problem,,,masalah
,issue,,,masalah
,trouble,,,masalah
,difficulty,,,kesulitan
,kesulitan,,,kesulitan
,challenge,,,tantangan
,tantangan,,,tantangan
,opportunity,,,kesempatan
,kesempatan,,,kesempatan
,chance,,,kesempatan
,possibility,,,kemungkinan
,kemungkinan,,,kemungkinan
,probability,,,kemungkinan
,risk,,,risiko
,risiko,,,risiko
,danger,,,bahaya
,bahaya,,,bahaya
,safe,,,aman
,aman,,,aman
,secure,,,aman
,protection,,,perlindungan
,perlindungan,,,perlindungan
which,security,,,keamanan
which,keamanan,,,keamanan
,privacy,,,privasi
,privasi,,,privasi
,secret,,,rahasia
,rahasia,,,rahasia
,public,,,publik
,publik,,,publik
,private,,,pribadi
,pribadi,,,pribadi
,personal,,,pribadi
,individual,,,individu
,individu,,,individu
,group,,,kelompok
,kelompok,,,kelompok
,team,,,tim
,tim,,,tim
,community,,,komunitas
,komunitas,,,komunitas
,society,,,masyarakat
,masyarakat,,,masyarakat
,culture,,,budaya
,budaya,,,budaya
,tradition,,,tradisi
,tradisi,,,tradisi
,custom,,,adat
,adat,,,adat
,habit,,,kebiasaan
,kebiasaan,,,kebiasaan
this,routine,,,rutinitas
this,rutinitas,,,rutinitas
,schedule,,,jadwal
,jadwal,,,jadwal
,plan,,,rencana
,rencana,,,rencana
,goal,,,tujuan
,tujuan,,,tujuan
,target,,,target
,objective,,,objektif
,objektif,,,objektif
,purpose,,,tujuan
,reason,,,alasan
,alasan,,,alasan
,cause,,,sebab
,effect,,,efek
,efek,,,efek
,result,,,hasil
,hasil,,,hasil
,outcome,,,hasil
,consequence,,,konsekuensi
,konsekuensi,,,konsekuensi
,impact,,,dampak
,dampak,,,dampak
,influence,,,pengaruh
,pengaruh,,,pengaruh
will,akan tetapi,,,akan tetapi
,melainkan,,,melainkan
by,oleh karena,,,oleh karena
what,apabila,,,apabila
you,andai,,,andai
,sewaktu,,,sewaktu
,tatkala,,,tatkala
which,manakala,,,manakala
,sambil,,,sambil
,seraya,,,seraya
,biar,,,biar
,mengenai,,,mengenai
,tanpa,,,tanpa
,kecuali,,,kecuali
,selain,,,selain
since,sejak,,,sejak
,semenjak,,,semenjak
will,merupakan,,,merupakan
,mampu,,,mampu
,sanggup,,,sanggup
,wajib,,,wajib
do not,janganlah,,,janganlah
,tanpa,,,tanpa
,minus,,,minus
,kecuali,,,kecuali
,selain,,,selain
,seluruh,,,seluruh
,segenap,,,segenap
,segala,,,segala
,tiap,,,tiap
,masing-masing,,,masing-masing
,para,,,para
,kaum,,,kaum
,sebagian,,,sebagian
,separuh,,,separuh
,setengah,,,setengah
,sekelompok,,,sekelompok
,terakhir,,,terakhir
,amat,,,amat
very,sekali,,,sekali
,betul-betul,,,betul-betul
,benar-benar,,,benar-benar
,sungguh,,,sungguh
,sungguh-sungguh,,,sungguh-sungguh
,rada,,,rada
,lumayan,,,lumayan
,kelewat,,,kelewat
very,kebangetan,,,kebangetan
,nyaris,,,nyaris
more,kurang lebih,,,kurang lebih
more,lebih kurang,,,lebih kurang
,indeed,,,indeed
this,saat ini,,,saat ini
this,dewasa ini,,,dewasa ini
,tempo dulu,,,tempo dulu
,masa lalu,,,masa lalu
,kelak,,,kelak
,esok,,,esok
,lusa,,,lusa
,kemaren,,,kemaren
later,senantiasa,,,senantiasa
,terus,,,terus
,terus-menerus,,,terus-menerus
and,kadang-kadang,,,kadang-kadang
and,terkadang,,,terkadang
very,sesekali,,,sesekali
,kerap,,,kerap
,acap,,,acap
that,situ,,,situ
that,disitu,,,disitu
this,kesini,,,kesini
,kesana,,,kesana
that,kesitu,,,kesitu
,sekeliling,,,sekeliling
,samping,,,samping
,pinggir,,,pinggir
,tepi,,,tepi
just,siapa saja,,,siapa saja
being,sedangkan,,,sedangkan
while,sementara itu,,,sementara itu
also,lagi pula,,,lagi pula
also,tambahan pula,,,tambahan pula
also,kesimpulannya,,,kesimpulannya
with,dengan demikian,,,dengan demikian
by,oleh karena itu,,,oleh karena itu
from,maka dari itu,,,maka dari itu
thus,walaupun demikian,,,walaupun demikian
,menjadi,,,menjadi
sibling,menjadikan,,,menjadikan
,membuat,,,membuat
,membentuk,,,membentuk
will,menggunakan,,,menggunakan
,memakai,,,memakai
,memanfaatkan,,,memanfaatkan
,memberikan,,,memberikan
,memberi,,,memberi
he,menyediakan,,,menyediakan
,mengambil,,,mengambil
by,memperoleh,,,memperoleh
what,mendapat,,,mendapat
what,mendapatkan,,,mendapatkan
i,melakukan,,,melakukan
,menjalankan,,,menjalankan
,menjalani,,,menjalani
,memiliki,,,memiliki
,mohon,,,mohon
will,silakan,,,silakan
,silahkan,,,silahkan
,mari,,,mari
,coba,,,coba
,harap,,,harap
same,sama-sama,,,sama-sama
,kembali,,,kembali
congratulations,selamat,,,selamat
,lho,,,lho
,tho,,,tho
congratulations,met,,,selamat
yes,yaa,,,ya
sibling,kk,,,kakak
,sii,,,sih
mother,rb,,,ribu
,bnk,,,bang
same,sma,,,sama
,lgu,,,lagu
,jdi,,,jadi
again,lgi,,,lagi
,gk,,,enggak
like,kek,,,kayak
which,yng,,,yang
,kn,,,kan
,org,,,orang
yes,yha,,,ya
,dhe,,,deh
,ga,,,enggak
can,bs,,,bisa
,ko,,,kok
,bhs,,,bahasa
,gak,,,enggak
at,dhi,,,di
,yu,,,yuk
,tpi,,,tapi
like,kyk,,,kayak
,k,,,kak
if,klo,,,kalo
like this,gni,,,begini
,hdk,,,hendak
also,jugaa,,,juga
just,aj,,,saja
may,leh,,,boleh
also,ugaaa,,,juga
also,jugaaa,,,juga
i,syg,,,sayang
,pny,,,punya
same,ma,,,sama
,ny,,,nya
,kri,,,kiri
on,pda,,,pada
,cmn,,,cuman
,atu,,,satu
,bru,,,baru
,kgn,,,kangen
,smg,,,semoga
for,tuk,,,untuk
yes,ea,,,ya
,qu,,,ku
just,aza,,,saja
,alm,,,almarhum
,sie,,,sih
,tuu,,,tuh
,gda,,,enggak ada
,kta,,,kata
,emk,,,emak
just,ajhh,,,saja
,dlu,,,dulu
already,udh,,,sudah
,jln,,,jalan
,cm,,,cuma
same,ama,,,sama
,lht,,,lihat
,trs,,,terus
do not,jan,,,jangan
also,jga,,,juga
,bls,,,balas
,co,,,cowok
,pst,,,pasti
,laa,,,lah
,hdp,,,hidup
just,sja,,,saja
just,za,,,saja
,cpt,,,cepat
,fto,,,foto
,pke,,,pakai
indeed,emg,,,memang
just,ajha,,,saja
just,ae,,,saja
,kh,,,kah
sibling,kka,,,kakak
yes,yak,,,ya
,jd,,,jadi
,ohh,,,oh
,mlu,,,malu
,pgn,,,pengin
,cw,,,cewek
,ksh,,,kasih
child,ank,,,anak
,ats,,,atas
,sey,,,sih
,kaa,,,kak
,gag,,,enggak
like,ky,,,kaya
,lha,,,lah
want,mw,,,mau
,thu,,,tuh
want,mai,,,mau
,dl,,,dulu
just,ajaaa,,,saja
want,mo,,,mau
,bwt,,,buat
,blg,,,bilang
,ad,,,ada
,cwo,,,cowok
,klw,,,kalau
indeed,mmg,,,memang
,g,,,enggak
,slh,,,salah
same,sm,,,sama
just,ajh,,,saja
,sbr,,,sabar
,ht,,,hati
also,jg,,,juga
,mlm,,,malam
,sk,,,suka
,q,,,ku
,br,,,baru
,ihh,,,ih
,ntr,,,entar
like,kya,,,kaya
,keq,,,kek
,bg,,,bang
,nha,,,nya
and,bdn,,,badan
,na,,,nya
,lau,,,kau
like this,gn,,,begini
,kra,,,kira
,kog,,,kok
,mbk,,,mbak
just,ajaa,,,saja
,mbg,,,mbak
,dpn,,,depan
,pi,,,tapi
,bli,,,beli
to,k,,,ke
,kl,,,kalau
can,dpt,,,dapat
,lw,,,lu
,gga,,,enggak
,mcm,,,macam
,kuy,,,yuk
,dh,,,deh
,geh,,,gih
also,uga,,,juga
good,bgs,,,bagus
,nda,,,indak
year,th,,,tahun
also,jugak,,,juga
also,ughaa,,,juga
can,bsa,,,bisa
,mb,,,mbak
from,dri,,,dari
,ngk,,,enggak
,ahh,,,ah
also,jgk,,,juga
later,nti,,,nanti
,pgi,,,pagi
already,uda,,,sudah
,b3,,,bertiga
,lcu,,,lucu
,pg,,,pagi
also,pla,,,pula
,kw,,,kau
,fav,,,favorit
,bng,,,bang
i,ynk,,,sayang
,cr,,,cara
still,ms,,,masih
,cb,,,coba
like,spt,,,seperti
must,hrs,,,harus
,msk,,,masuk
,rmh,,,rumah
,elo,,,lo
,byk,,,banyak
,tdr,,,tidur
just,ajah,,,saja
,ehh,,,eh
sorry,mf,,,maaf
yes,iaa,,,ya
sometimes,kdg,,,kadang
,kli,,,kali
,ttp,,,tetap
,klu,,,kalau
with,dg,,,dengan
,tw,,,tau
just,ajja,,,saja
,gya,,,gaya
,sbg,,,sebagai
,bc,,,baca
hi,hay,,,hai
,py,,,punya
,wlo,,,walau
,lh,,,lah
,tx,,,tak
like,keq,,,kayak
at,fi,,,di
,ttg,,,tentang
if,kl,,,kalo
just,ja,,,saja
,dh,,,dah
,lma,,,lama
,ikh,,,ih
,dwh,,,deh
,la,,,lah
,ush,,,usah
,stu,,,satu
,tlp,,,telepon
,mkn,,,makin
,pk,,,pakai
,tk,,,tak
just,sj,,,saja
,sna,,,sana
,x,,,kali
,tot,,,entot
,bgi,,,bagi
,tlg,,,tolong
,tdi,,,tadi
,mgk,,,mungkin
with,dng,,,dengan
,bhw,,,bahwa
,ni,,,nih
,mba,,,mbak
,jkt,,,jakarta
,suk,,,suka
,gx,,,enggak
,nd,,,indak
already,da,,,sudah
,sby,,,surabaya
,tgl,,,tanggal
,enk,,,enak
,knl,,,kenal
,slm,,,salam
hi,hy,,,hai
,uhh,,,uh
,da,,,ada
i,ygs,,,sayang
,krm,,,kirim
same,sam,,,sama
now,skg,,,sekarang
now,skr,,,sekarang
on,kpd,,,kepada
,spy,,,supaya
later,nnt,,,nanti
,cew,,,cewek
,cow,,,cowok
,luu,,,lu
,yoo,,,ayo
,lt,,,lantai
,cwe,,,cewek
,seh,,,sih
,mh,,,mah
,px,,,punya
,dgr,,,dengar
,dah,,,deh
,jt,,,juta
same,m,,,sama
,lyt,,,lihat
,cem,,,macam
yes,yee,,,ya
can,bz,,,bisa
just,aje,,,saja
,yok,,,yuk
,mmz,,,mas
,pu,,,punya
,waw,,,wow
,mz,,,mas
day,hri,,,hari
,dtg,,,datang
,ps,,,pas
,dak,,,indak
,lwt,,,lewat
,cma,,,cuma
,jwb,,,jawab
,gaa,,,enggak
,mti,,,mati
,aer,,,air
,gg,,,enggak
,pjg,,,panjang
,bca,,,baca
,klg,,,keluarga
,yuu,,,yuk
,ono,,,sono
,loo,,,loh
yes,yh,,,ya
,iaa,,,iya
,ska,,,suka
,cba,,,coba
,nh,,,nih
,hub,,,hubungi
,ujg,,,ujung
until,smp,,,sampai
,kki,,,kaki
,tay,,,tahi
,ori,,,orisinal
want,mao,,,mau
just,wjh,,,wajah
,skt,,,sakit
,tsb,,,tersebut
,t4,,,tempat
,gr2,,,gara-gara
already,sud,,,sudah
,scr,,,secara
you,kln,,,kalian
,bnr,,,benar
,flm,,,film
just,ajahhh,,,saja
,pkk,,,pakai
,ade,,,adek
just,z,,,saja
,kox,,,kok
,th,,,teh
,tmn,,,teman
,iih,,,ih
may,blh,,,boleh
may,lh,,,boleh
just,ajjh,,,saja
want,may,,,mau
,so,,,sok
,mst,,,mesti
,add,,,ada
,wk,,,waktu
,eey,,,eh
,bka,,,buka
,awk,,,awak
,bw,,,bawa
,tgk,,,tengok
,kaj,,,kak
same,sm2,,,sama-sama
,uih,,,uh
sorry,mff,,,maaf
,ema,,,emak
,yuh,,,tuh
,loo,,,lo
,tai,,,tahi
,gtw,,,enggak tau
,qo,,,kok
yes,yo,,,ya
yes,yya,,,ya
already,ud,,,sudah
,bt,,,buat
,mlh,,,malah
,hbs,,,habis
,kr,,,kira
later,nt,,,nanti
,hat,,,hati
do not,jng,,,jangan
,luh,,,lu
,loe,,,lo
,nmr,,,nomor
,ntn,,,menonton
what,pa2,,,apa-apa
,de,,,dek
at,dii,,,di
,ooh,,,oh
,awl,,,awal
,smw,,,semua
,uuh,,,uh
,nga,,,enggak
,de,,,deh
,pen,,,pengin
yes,yoo,,,ya
,si,,,sih
,brg,,,bareng
,kha,,,kah
,s,,,si
,wik,,,wig
,gkk,,,enggak
,taz,,,atas
which,yq,,,yang
,adl,,,adalah
,bhn,,,bahan
may,le,,,boleh
also,ugha,,,juga
yes,yam,,,ya
,koq,,,kok
,"ms""",,,masa-masa
,ngg,,,enggak
,slw,,,selow
,nyo,,,nya
just,ajj,,,saja
,lsg,,,langsung
,bju,,,baju
,wrn,,,warna
,k',,,kak
,kuu,,,ku
,c,,,sih
,mlz,,,malas
,iy,,,iya
,dnk,,,dong
if,kll,,,kalo
,neh,,,nih
just,aee,,,saja
same,am,,,sama
,tah,,,teh
father,ppa,,,papa
,abg,,,abang
,msa,,,masa
,tpy,,,tapi
why,ngp,,,mengapa
,or,,,orang
,taw,,,tau
since,sjk,,,sejak
,oom,,,om
,dee,,,dek
yes,yap,,,ya
,klk,,,kelak
yes,ysh,,,ya
,hub,,,hubungan
,anj,,,anjing
,kt2,,,kata-kata
,sbb,,,sebab
what,sp,,,sapa
,usa,,,usah
,nie,,,nih
,cri,,,cari
,nm,,,nama
,iyh,,,iya
,mlu,,,melulu
,th,,,tahu
,kel,,,keluarga
,da,,,dah
,tnp,,,tanpa
,lw,,,kalau
like,kyy,,,kaya
,kq,,,kok
,b2,,,berdua
,mg,,,moga
,prh,,,parah
want,maw,,,mau
,mk,,,maka
,tth,,,teteh
,lgs,,,langsung
,gde,,,gede
,guw,,,gue
just,j,,,saja
,dsr,,,dasar
,kx,,,kak
,abs,,,habis
just,jh,,,saja
i,akuuu,,,aku
i,akau,,,aku
i,sayaa,,,saya
i,aq,,,aku
we,qt,,,kita
we,kite,,,kita
i,ak,,,aku
he,diaa,,,dia
you,kamo,,,kamu
you,kmu,,,kamu
you,kamuu,,,kamu
i,aqu,,,aku
we,qta,,,kita
you,kqmu,,,kamu
they,merka,,,mereka
we,ktaa,,,kita
i,q,,,aku
they,mreka,,,mereka
he,dya,,,dia
i,sya,,,saya
you,kemuh,,,kamu
you,qm,,,kamu
you,qmu,,,kamu
you,kam,,,kamu
i,alu,,,aku
you,amu,,,kamu
they,mrka,,,mereka
we,kitaa,,,kita
you,amohhh,,,kamu
i,eyke,,,aku
we,kitaaa,,,kita
we,ktg,,,kita
we,kta,,,kita
i,akuu,,,aku
i,akuh,,,aku
they,mrekaa,,,mereka
he,dieee,,,dia
we,kiya,,,kita
i,akuhh,,,aku
he,diaaa,,,dia
because,karna,,,karena
or,ato,,,atau
because,krna,,,karena
and,dn,,,dan
because,krena,,,karena
or,atw,,,atau
when,ktika,,,ketika
because,kareno,,,karena
very,bngt,,,banget
very,bgttt,,,banget
very,bangat,,,banget
very,bat,,,banget
very,bet,,,banget
very,bnget,,,banget
very,bgtt,,,banget
very,bgtttt,,,banget
very,banger,,,banget
very,bngtt,,,banget
very,nged,,,banget
very,binggo,,,banget
very,bingit,,,banget
very,bngett,,,banget
very,banged,,,banget
very,bgd,,,banget
enough,ckup,,,cukup
very,baget,,,banget
very,banhet,,,banget
very,bngtzt,,,banget
very,begete,,,banget
very,skli,,,sekali
very,skali,,,sekali
very,bget,,,banget
very,nget,,,banget
very,ngets,,,banget
very,bgect,,,banget
very,skalii,,,sekali
very,sangt,,,sangat
very,beut,,,banget
very,bngttt,,,banget
very,batwc,,,banget
very,bgettt,,,banget
very,bangt,,,banget
very,aned,,,banget
very,sngt,,,sangat
very,babget,,,banget
very,beudd,,,banget
very,ngettt,,,banget
very,beud,,,banget
very,bets,,,banget
too,trlalu,,,terlalu
very,bngatt,,,banget
very,bangrt,,,banget
very,bhet,,,banget
very,bettt,,,banget
very,bngeet,,,banget
too,trll,,,terlalu
very,nanget,,,banget
very,aneut,,,banget
very,battt,,,banget
very,bngy,,,banget
very,ngetsz,,,banget
very,anedh,,,banget
very,aneed,,,banget
how,gimna,,,bagaimana
what,pa,,,apa
what,apaaa,,,apa
what,epe,,,apa
why,knpa,,,kenapa
how many,brp,,,berapa
how many,brpa,,,berapa
when,kapn,,,kapan
who,ciapa,,,siapa
which,mna,,,mana
why,kanapa,,,kenapa
how,gmana,,,bagaimana
what,apah,,,apa
what,ape,,,apa
why,napa,,,kenapa
who,sp,,,siapa
how,gmna,,,bagaimana
where to,kemn,,,kemana
who,syp,,,siapa
when,pan,,,kapan
how,bgmana,,,bagaimana
what,apaa,,,apa
how,bgmna,,,bagaimana
where,dmna,,,dimana
who,siapaa,,,siapa
why,kenape,,,kenapa
why,knpp,,,kenapa
how many,brapa,,,berapa
how,himana,,,bagaimana
who,cpa,,,siapa
what,apo,,,apa
when,kapaan,,,kapan
who,siappa,,,siapa
who,sypa,,,siapa
what,appa,,,apa
how,gimn,,,bagaimana
like that,gtu,,,begitu
that,tu,,,itu
this,ni,,,ini
this,inih,,,ini
like that,gituuu,,,begitu
this,iniw,,,ini
that,ituu,,,itu
like that,gituh,,,begitu
this,nii,,,ini
like that,gthu,,,begitu
this,nie,,,ini
like that,bgtu,,,begitu
that,tuuu,,,itu
this,inii,,,ini
like that,gt,,,begitu
this,inia,,,ini
like that,gtuu,,,begitu
like that,geetoo,,,begitu
like that,gituu,,,begitu
like that,bgitu,,,begitu
that,iu,,,itu
that,ituh,,,itu
like that,gtuh,,,begitu
like that,bgtuu,,,begitu
that,ithu,,,itu
like that,giti,,,begitu
this,ne,,,ini
that,thu,,,itu
that,ituuuu,,,itu
this,inihhh,,,ini
like that,giitu,,,begitu
this,iniii,,,ini
this,inni,,,ini
this,nee,,,ini
this,iniehh,,,ini
that,ituuu,,,itu
